order_id,brand,product_name,ram,upc,original_price,discount_percent,final_price,rating,reviews_count,quantity_sold,city,order_date,purchase_link
100038,Apple,iPhone 12 Mini,6 GB,MOBCQTB1160,45999,20,36799,4.1,2173,2,Kolkata,2023-10-09,https://www.flipkart.com/search?q=iPhone+12+Mini
100039,Apple,iPhone 15,4 GB,MOBH0CPOKF7,79999,8,73599,4.3,572,2,Ahmedabad,2023-08-15,https://www.flipkart.com/search?q=iPhone+15
100040,Apple,iPhone 14 Pro,4 GB,MOBLNS3UF7M,119999,15,101999,3.9,2703,1,Pune,2023-01-02,https://www.flipkart.com/search?q=iPhone+14+Pro
100041,Apple,iPhone 12,8 GB,MOBGG6U2URG,49999,11,44499,3.9,1981,1,Bangalore,2024-06-04,https://www.flipkart.com/search?q=iPhone+12
100042,Apple,iPhone 14,4 GB,MOBXWONAPBY,69999,15,59499,4.8,4761,4,Lucknow,2024-01-25,https://www.flipkart.com/search?q=iPhone+14
100043,Apple,iPhone 11 Pro Max,4 GB,MOBVS56W15I,74999,20,59999,4.3,2432,5,Delhi,2024-01-08,https://www.flipkart.com/search?q=iPhone+11+Pro+Max
100044,Apple,iPhone 15 Pro Max,4 GB,MOB6IK9I9B4,159900,7,148707,3.9,774,3,Hyderabad,2024-02-17,https://www.flipkart.com/search?q=iPhone+15+Pro+Max
100045,Apple,iPhone 12 Pro,4 GB,MOB3UZT1YJ9,79999,18,65599,3.8,3106,1,Mumbai,2024-03-27,https://www.flipkart.com/search?q=iPhone+12+Pro
100046,Apple,iPhone 12 Pro,6 GB,MOB1BGW1T67,79999,3,77599,4.1,1069,3,Mumbai,2024-01-03,https://www.flipkart.com/search?q=iPhone+12+Pro
100047,Apple,iPhone 12 Pro,8 GB,MOBQTLNJ1S3,79999,4,76799,3.9,3041,1,Pune,2023-03-03,https://www.flipkart.com/search?q=iPhone+12+Pro
100048,Apple,iPhone 15 Plus,6 GB,MOBAUQWMFF8,89999,14,77399,4.4,342,3,Ahmedabad,2023-07-29,https://www.flipkart.com/search?q=iPhone+15+Plus
100049,Apple,iPhone 11 Pro,6 GB,MOBYSIS4ZTN,69999,3,67899,4.1,1478,2,Mumbai,2024-01-13,https://www.flipkart.com/search?q=iPhone+11+Pro
100050,Apple,iPhone 14 Plus,4 GB,MOBS6NBO3ED,74999,0,74999,4.2,2867,3,Hyderabad,2024-04-15,https://www.flipkart.com/search?q=iPhone+14+Plus
100051,Apple,iPhone 11 Pro,6 GB,MOBD41LUT6D,69999,12,61599,4.2,1100,5,Lucknow,2023-12-12,https://www.flipkart.com/search?q=iPhone+11+Pro
100052,Apple,iPhone 13 Pro,4 GB,MOB9DWFOPUB,89999,15,76499,4.4,2021,2,Delhi,2023-04-28,https://www.flipkart.com/search?q=iPhone+13+Pro
100053,Apple,iPhone 14 Pro,4 GB,MOBTQHRNYJF,119999,5,113999,4.4,990,5,Pune,2023-02-22,https://www.flipkart.com/search?q=iPhone+14+Pro
100054,Apple,iPhone 12,8 GB,MOBEFYPYGZ2,49999,8,45999,4.8,2721,4,Chennai,2023-03-04,https://www.flipkart.com/search?q=iPhone+12
100055,Apple,iPhone 11 Pro Max,4 GB,MOB54MKVHAW,74999,20,59999,4.8,3445,1,Chennai,2023-10-24,https://www.flipkart.com/search?q=iPhone+11+Pro+Max
100056,Apple,iPhone 11,6 GB,MOBXRM1SYHQ,39999,15,33999,3.9,136,1,Jaipur,2023-04-20,https://www.flipkart.com/search?q=iPhone+11
100057,Apple,iPhone 12 Pro Max,4 GB,MOBRV3F5PYY,84999,5,80749,4,881,3,Pune,2024-03-04,https://www.flipkart.com/search?q=iPhone+12+Pro+Max
100058,Apple,iPhone 14 Pro,4 GB,MOBNE8I1HV1,119999,20,95999,4.6,2802,5,Delhi,2023-11-14,https://www.flipkart.com/search?q=iPhone+14+Pro
100059,Apple,iPhone 12 Pro Max,8 GB,MOBBY10IT0G,84999,2,83299,4.6,1841,2,Mumbai,2024-05-26,https://www.flipkart.com/search?q=iPhone+12+Pro+Max
100060,Apple,iPhone 13 Pro,4 GB,MOB1E47DLYI,89999,3,87299,4.6,3973,5,Lucknow,2023-09-20,https://www.flipkart.com/search?q=iPhone+13+Pro
100061,Apple,iPhone 13 Mini,6 GB,MOBJZYXC7UN,54999,19,44549,3.9,2419,5,Kolkata,2024-01-19,https://www.flipkart.com/search?q=iPhone+13+Mini
100062,Apple,iPhone 14 Pro Max,8 GB,MOBUUTIXT3B,129999,14,111799,4.1,2555,5,Ahmedabad,2024-10-04,https://www.flipkart.com/search?q=iPhone+14+Pro+Max
100063,Apple,iPhone 12 Pro,4 GB,MOB6P7IW56L,79999,6,75199,4,1047,3,Jaipur,2024-07-25,https://www.flipkart.com/search?q=iPhone+12+Pro
100064,Apple,iPhone 15,6 GB,MOBZVG7G16J,79999,18,65599,4.3,3413,2,Hyderabad,2023-02-08,https://www.flipkart.com/search?q=iPhone+15
100065,Apple,iPhone 13,8 GB,MOB14M8F94P,59999,14,51599,4.6,1834,3,Bangalore,2024-04-04,https://www.flipkart.com/search?q=iPhone+13
100066,Apple,iPhone 11 Pro Max,8 GB,MOB1PK1FVBL,74999,19,60749,4.6,3960,4,Bangalore,2023-12-05,https://www.flipkart.com/search?q=iPhone+11+Pro+Max
100067,Apple,iPhone 15,8 GB,MOB19GODRH4,79999,17,66399,4.5,913,2,Bangalore,2024-06-29,https://www.flipkart.com/search?q=iPhone+15
100068,Apple,iPhone 15 Pro,6 GB,MOBQOQ8HUMH,134900,16,113316,4,3633,4,Jaipur,2024-04-01,https://www.flipkart.com/search?q=iPhone+15+Pro
100069,Apple,iPhone 13 Pro Max,6 GB,MOBIVIFA3QN,94999,17,78849,4.6,3338,1,Delhi,2024-06-08,https://www.flipkart.com/search?q=iPhone+13+Pro+Max
100070,Apple,iPhone 15 Plus,8 GB,MOBYCUF9DHE,89999,10,80999,3.9,3347,3,Ahmedabad,2023-02-04,https://www.flipkart.com/search?q=iPhone+15+Plus
100071,Apple,iPhone 14 Plus,4 GB,MOB1KEP9N4C,74999,9,68249,4.3,4025,4,Kolkata,2024-01-30,https://www.flipkart.com/search?q=iPhone+14+Plus
100072,Apple,iPhone 11 Pro Max,8 GB,MOBFAQQJLEP,74999,5,71249,4.8,2536,5,Pune,2024-04-20,https://www.flipkart.com/search?q=iPhone+11+Pro+Max
100073,Apple,iPhone 14 Plus,4 GB,MOBZN0GWH0J,74999,13,65249,4.5,4214,4,Ahmedabad,2024-04-12,https://www.flipkart.com/search?q=iPhone+14+Plus
100074,Apple,iPhone 14 Plus,8 GB,MOB8PIDB7XA,74999,14,64499,4.7,3519,5,Mumbai,2023-12-26,https://www.flipkart.com/search?q=iPhone+14+Plus
100075,Apple,iPhone 12 Mini,8 GB,MOBJL1EK6X3,45999,4,44159,4.3,1406,5,Ahmedabad,2024-02-16,https://www.flipkart.com/search?q=iPhone+12+Mini
100076,Apple,iPhone 13 Pro,8 GB,MOBZ5MNO2YE,89999,15,76499,3.8,134,5,Chennai,2023-08-30,https://www.flipkart.com/search?q=iPhone+13+Pro
100077,Apple,iPhone 13 Pro,6 GB,MOBNHUC9J1X,89999,13,78299,3.9,4651,1,Jaipur,2023-12-08,https://www.flipkart.com/search?q=iPhone+13+Pro
100078,Apple,iPhone 14 Pro Max,4 GB,MOBV36V2WRJ,129999,6,122199,4,3465,4,Delhi,2024-03-21,https://www.flipkart.com/search?q=iPhone+14+Pro+Max
100079,Apple,iPhone 15 Plus,4 GB,MOBVPV6V4CO,89999,9,81899,4.8,4708,4,Delhi,2024-10-25,https://www.flipkart.com/search?q=iPhone+15+Plus
100080,Apple,iPhone 14 Pro,6 GB,MOBLL09OGRK,119999,18,98399,4.7,3291,3,Jaipur,2024-12-18,https://www.flipkart.com/search?q=iPhone+14+Pro
100081,Apple,iPhone 15 Plus,6 GB,MOBSIEWUNB3,89999,3,87299,4.1,2106,3,Delhi,2024-05-03,https://www.flipkart.com/search?q=iPhone+15+Plus
100082,Apple,iPhone 15,8 GB,MOB1JI8Y62O,79999,8,73599,4.5,4715,4,Bangalore,2024-02-28,https://www.flipkart.com/search?q=iPhone+15
100083,Apple,iPhone 14 Plus,6 GB,MOB0JZ0PL9N,74999,2,73499,4.7,4161,4,Pune,2024-05-17,https://www.flipkart.com/search?q=iPhone+14+Plus
100084,Apple,iPhone 14 Pro,8 GB,MOBOYCMXSJO,119999,10,107999,4.4,1881,2,Bangalore,2023-01-06,https://www.flipkart.com/search?q=iPhone+14+Pro
100085,Apple,iPhone 14,8 GB,MOBOQM6V28W,69999,3,67899,4.1,4560,5,Mumbai,2024-07-24,https://www.flipkart.com/search?q=iPhone+14
100086,Apple,iPhone 15 Pro,4 GB,MOBW6RO2IMY,134900,5,128155,4.1,611,5,Pune,2024-07-15,https://www.flipkart.com/search?q=iPhone+15+Pro
100087,Apple,iPhone 13,4 GB,MOBV6KBKTGO,59999,16,50399,4.4,930,1,Bangalore,2023-04-03,https://www.flipkart.com/search?q=iPhone+13
100088,Apple,iPhone 14 Plus,4 GB,MOBNM4CXCLS,74999,6,70499,4.2,1333,3,Jaipur,2024-07-03,https://www.flipkart.com/search?q=iPhone+14+Plus
100089,Apple,iPhone 12,6 GB,MOBHND45KOA,49999,17,41499,4.6,3680,1,Hyderabad,2024-01-20,https://www.flipkart.com/search?q=iPhone+12
100090,Apple,iPhone 12,4 GB,MOB3XA5P6WM,49999,13,43499,4.6,1708,4,Ahmedabad,2024-01-16,https://www.flipkart.com/search?q=iPhone+12
100091,Apple,iPhone 15 Plus,4 GB,MOBDE131IQO,89999,12,79199,4.3,2466,2,Chennai,2023-01-05,https://www.flipkart.com/search?q=iPhone+15+Plus
100092,Apple,iPhone 12,8 GB,MOBXRWS59XL,49999,5,47499,4.7,1439,3,Bangalore,2024-05-20,https://www.flipkart.com/search?q=iPhone+12
100093,Apple,iPhone 12 Pro,4 GB,MOBQ42Q39Z2,79999,16,67199,4,2366,2,Mumbai,2024-04-11,https://www.flipkart.com/search?q=iPhone+12+Pro
100094,Apple,iPhone 12 Pro,8 GB,MOB4VO8EQ4Q,79999,14,68799,4.8,1647,3,Lucknow,2024-09-10,https://www.flipkart.com/search?q=iPhone+12+Pro
100095,Apple,iPhone 14 Pro,4 GB,MOB41USJAID,119999,7,111599,3.9,4287,5,Pune,2024-08-29,https://www.flipkart.com/search?q=iPhone+14+Pro
100096,Apple,iPhone 15 Plus,6 GB,MOB6T0EQMVI,89999,10,80999,4,2318,2,Delhi,2023-05-04,https://www.flipkart.com/search?q=iPhone+15+Plus
100097,Apple,iPhone 12 Pro,4 GB,MOBM2CMBMGR,79999,13,69599,4.5,2009,3,Hyderabad,2023-09-13,https://www.flipkart.com/search?q=iPhone+12+Pro
100098,Apple,iPhone 15 Pro,6 GB,MOBGU7KZRFB,134900,12,118712,4.3,962,3,Kolkata,2023-05-29,https://www.flipkart.com/search?q=iPhone+15+Pro
100099,Apple,iPhone 14 Pro,8 GB,MOB65BE2DJE,119999,10,107999,4.6,3048,2,Mumbai,2024-07-18,https://www.flipkart.com/search?q=iPhone+14+Pro
100100,Apple,iPhone 13 Pro Max,8 GB,MOBD56GAX2U,94999,6,89299,3.8,4253,2,Hyderabad,2024-06-30,https://www.flipkart.com/search?q=iPhone+13+Pro+Max
100101,Apple,iPhone 14 Pro Max,8 GB,MOBRLIGTV9M,129999,20,103999,3.9,3883,2,Kolkata,2023-04-02,https://www.flipkart.com/search?q=iPhone+14+Pro+Max
100102,Apple,iPhone 13 Pro,6 GB,MOBXL28D8JX,89999,15,76499,4.8,3342,1,Delhi,2023-12-06,https://www.flipkart.com/search?q=iPhone+13+Pro
100103,Apple,iPhone 13 Pro Max,4 GB,MOBPTRZA2RO,94999,3,92149,4.8,2979,2,Hyderabad,2023-08-04,https://www.flipkart.com/search?q=iPhone+13+Pro+Max
100104,Apple,iPhone 14 Pro,6 GB,MOBATQ820VV,119999,1,118799,4,3247,5,Chennai,2023-06-12,https://www.flipkart.com/search?q=iPhone+14+Pro
100105,Apple,iPhone 13,8 GB,MOBTZ8SK5ZU,59999,9,54599,3.9,3316,4,Mumbai,2023-06-07,https://www.flipkart.com/search?q=iPhone+13
100106,Apple,iPhone 12 Mini,4 GB,MOBLCSZWD32,45999,18,37719,4.7,2240,1,Ahmedabad,2024-07-25,https://www.flipkart.com/search?q=iPhone+12+Mini
100107,Apple,iPhone 11 Pro Max,4 GB,MOB4CLWP5GN,74999,7,69749,4.9,268,5,Kolkata,2024-06-20,https://www.flipkart.com/search?q=iPhone+11+Pro+Max
100108,Apple,iPhone 15 Pro Max,8 GB,MOBXYGRLPHX,159900,20,127920,4.7,1489,1,Ahmedabad,2024-04-01,https://www.flipkart.com/search?q=iPhone+15+Pro+Max
100109,Apple,iPhone 13 Pro Max,8 GB,MOBQWRZBTLM,94999,13,82649,3.9,3003,3,Delhi,2023-12-20,https://www.flipkart.com/search?q=iPhone+13+Pro+Max
100110,Apple,iPhone 12 Mini,4 GB,MOBYUCRXKV8,45999,20,36799,4,4938,4,Mumbai,2023-03-24,https://www.flipkart.com/search?q=iPhone+12+Mini
100111,Apple,iPhone 11 Pro Max,4 GB,MOBMX9RI3VC,74999,0,74999,4.1,3792,3,Chennai,2023-12-08,https://www.flipkart.com/search?q=iPhone+11+Pro+Max
100112,Apple,iPhone 11,8 GB,MOB63INDYIZ,39999,5,37999,4.9,415,5,Hyderabad,2023-01-21,https://www.flipkart.com/search?q=iPhone+11
100113,Apple,iPhone 14 Pro,4 GB,MOBN29TMMBR,119999,18,98399,4.5,4028,3,Bangalore,2023-01-28,https://www.flipkart.com/search?q=iPhone+14+Pro
100114,Apple,iPhone 15 Pro Max,4 GB,MOBS1JUD552,159900,1,158301,4.2,2199,5,Lucknow,2023-12-01,https://www.flipkart.com/search?q=iPhone+15+Pro+Max
100115,Apple,iPhone 11,6 GB,MOBD3QL91J4,39999,17,33199,4.6,3790,5,Lucknow,2024-08-30,https://www.flipkart.com/search?q=iPhone+11
100116,Apple,iPhone 15 Plus,4 GB,MOBM5HCNKQA,89999,4,86399,4.5,1246,3,Hyderabad,2023-01-12,https://www.flipkart.com/search?q=iPhone+15+Plus
100117,Apple,iPhone 12 Mini,4 GB,MOBCNNS3DAK,45999,12,40479,4.8,663,4,Chennai,2024-04-08,https://www.flipkart.com/search?q=iPhone+12+Mini
100118,Apple,iPhone 14 Plus,8 GB,MOBMFWP7PYS,74999,0,74999,4.4,4903,1,Ahmedabad,2023-04-16,https://www.flipkart.com/search?q=iPhone+14+Plus
100119,Apple,iPhone 15 Pro Max,6 GB,MOBUQQ192N6,159900,1,158301,4.1,2373,3,Chennai,2023-12-12,https://www.flipkart.com/search?q=iPhone+15+Pro+Max
100120,Apple,iPhone 14 Pro Max,4 GB,MOBOY75TR4I,129999,7,120899,4.9,1145,5,Kolkata,2023-03-06,https://www.flipkart.com/search?q=iPhone+14+Pro+Max
100121,Apple,iPhone 12 Pro Max,8 GB,MOB008MWHTC,84999,17,70549,4.1,4834,3,Bangalore,2024-05-18,https://www.flipkart.com/search?q=iPhone+12+Pro+Max
100122,Apple,iPhone 13,4 GB,MOB2DFKLN2W,59999,8,55199,4.9,3052,1,Bangalore,2024-08-11,https://www.flipkart.com/search?q=iPhone+13
100123,Apple,iPhone 15 Plus,6 GB,MOB9BKN46FR,89999,14,77399,3.9,3856,3,Lucknow,2023-07-16,https://www.flipkart.com/search?q=iPhone+15+Plus
100124,Apple,iPhone 15 Pro Max,8 GB,MOBEN0PEVX9,159900,9,145509,4,4799,2,Jaipur,2024-10-23,https://www.flipkart.com/search?q=iPhone+15+Pro+Max
100125,Apple,iPhone 12 Pro Max,8 GB,MOB6NNFOQIU,84999,15,72249,3.9,646,2,Ahmedabad,2023-10-20,https://www.flipkart.com/search?q=iPhone+12+Pro+Max
100126,Apple,iPhone 14 Pro,8 GB,MOBE23M3VLW,119999,8,110399,4.2,3819,5,Delhi,2023-12-05,https://www.flipkart.com/search?q=iPhone+14+Pro
100127,Apple,iPhone 15,6 GB,MOBU3TSU3JN,79999,11,71199,4.5,288,3,Mumbai,2024-01-24,https://www.flipkart.com/search?q=iPhone+15
100128,Apple,iPhone 11,8 GB,MOBSKVVZQTY,39999,5,37999,4.1,2169,2,Kolkata,2023-06-21,https://www.flipkart.com/search?q=iPhone+11
100129,Apple,iPhone 13 Pro,8 GB,MOB775Z0PHY,89999,12,79199,4.4,4452,2,Delhi,2024-02-25,https://www.flipkart.com/search?q=iPhone+13+Pro
100130,Apple,iPhone 13 Pro,8 GB,MOBPPGSGNK6,89999,6,84599,4.5,4271,2,Delhi,2023-10-13,https://www.flipkart.com/search?q=iPhone+13+Pro
100131,Apple,iPhone 13 Pro,4 GB,MOB2G0WBDH8,89999,5,85499,4.8,4847,2,Delhi,2024-06-15,https://www.flipkart.com/search?q=iPhone+13+Pro
100132,Apple,iPhone 11,6 GB,MOBTSBKIV7T,39999,1,39599,4.6,4546,4,Lucknow,2024-05-24,https://www.flipkart.com/search?q=iPhone+11
100133,Apple,iPhone 14 Plus,4 GB,MOBAGOCF7ZC,74999,11,66749,4.6,2558,4,Jaipur,2023-02-24,https://www.flipkart.com/search?q=iPhone+14+Plus
100134,Apple,iPhone 14 Pro,6 GB,MOBHUFC9QVZ,119999,14,103199,4.4,1452,1,Chennai,2023-03-22,https://www.flipkart.com/search?q=iPhone+14+Pro
100135,Apple,iPhone 14 Plus,6 GB,MOBGZ9G02XO,74999,14,64499,4.2,2731,5,Ahmedabad,2024-12-21,https://www.flipkart.com/search?q=iPhone+14+Plus
100136,Apple,iPhone 15 Pro Max,8 GB,MOBE7ECPOYC,159900,4,153504,4.5,1457,2,Chennai,2024-12-17,https://www.flipkart.com/search?q=iPhone+15+Pro+Max
100137,Apple,iPhone 12 Pro,8 GB,MOBDVXUZZHU,79999,14,68799,4.4,3960,4,Pune,2023-12-28,https://www.flipkart.com/search?q=iPhone+12+Pro
100138,Apple,iPhone 15,8 GB,MOBLBF50VEF,79999,7,74399,4,3559,5,Jaipur,2023-11-08,https://www.flipkart.com/search?q=iPhone+15
100139,Apple,iPhone 13 Pro Max,6 GB,MOBPUD7NSAF,94999,17,78849,4.9,1847,4,Bangalore,2024-07-20,https://www.flipkart.com/search?q=iPhone+13+Pro+Max
100140,Apple,iPhone 14 Plus,8 GB,MOBHS2KDIY0,74999,12,65999,4.5,2530,2,Delhi,2023-03-20,https://www.flipkart.com/search?q=iPhone+14+Plus
100141,Apple,iPhone 11 Pro,8 GB,MOB54WJJE8G,69999,2,68599,3.9,2678,5,Ahmedabad,2023-08-08,https://www.flipkart.com/search?q=iPhone+11+Pro
100142,Apple,iPhone 12,4 GB,MOBCIUY6UEG,49999,1,49499,4,2609,2,Jaipur,2023-01-10,https://www.flipkart.com/search?q=iPhone+12
100143,Apple,iPhone 11 Pro,6 GB,MOBRD6V16IM,69999,2,68599,4.6,3062,2,Ahmedabad,2023-08-31,https://www.flipkart.com/search?q=iPhone+11+Pro
100144,Apple,iPhone 11,4 GB,MOBFB97SM2Q,39999,18,32799,4.4,1786,3,Delhi,2024-06-08,https://www.flipkart.com/search?q=iPhone+11
100145,Apple,iPhone 14 Plus,4 GB,MOBA8VAIS0O,74999,0,74999,4.7,3635,3,Delhi,2024-01-12,https://www.flipkart.com/search?q=iPhone+14+Plus
100146,Apple,iPhone 12,8 GB,MOB66USY1SN,49999,12,43999,4.7,2548,2,Kolkata,2023-03-24,https://www.flipkart.com/search?q=iPhone+12
100147,Apple,iPhone 15 Pro,8 GB,MOB9XW9SM82,134900,18,110618,4,3424,3,Pune,2023-05-23,https://www.flipkart.com/search?q=iPhone+15+Pro
100148,Apple,iPhone 15 Pro,4 GB,MOBQC2MGXCH,134900,9,122759,3.9,3872,3,Jaipur,2023-01-08,https://www.flipkart.com/search?q=iPhone+15+Pro
100149,Apple,iPhone 14 Pro,4 GB,MOBQCBT61XN,119999,14,103199,4.5,4641,5,Kolkata,2024-05-19,https://www.flipkart.com/search?q=iPhone+14+Pro
100150,Apple,iPhone 13,8 GB,MOB5OJHE4G6,59999,13,52199,4.1,3962,4,Lucknow,2024-07-05,https://www.flipkart.com/search?q=iPhone+13
100151,Apple,iPhone 15,4 GB,MOB83LSA0SA,79999,10,71999,4.1,4464,2,Ahmedabad,2024-07-16,https://www.flipkart.com/search?q=iPhone+15
100152,Apple,iPhone 13 Pro,8 GB,MOBRMVD75A1,89999,9,81899,4.2,2880,4,Delhi,2023-11-28,https://www.flipkart.com/search?q=iPhone+13+Pro
100153,Apple,iPhone 12 Mini,6 GB,MOBQI0Y6EVT,45999,4,44159,4.9,3805,1,Kolkata,2023-05-25,https://www.flipkart.com/search?q=iPhone+12+Mini
